method                 , condition           , sample_id           , label, cosine              , clean_prediction, transformed_prediction, prediction_unchanged, clean_correct, transformed_correct
resnet50               , translation_left_32 , 6982                ,     1, 0.9515398144721985  ,                1,                      1, True                , True         , True
resnet50               , translation_left_32 , 6938                ,     1, 0.9647979140281677  ,                1,                      1, True                , True         , True
resnet50               , translation_left_32 , 6014                ,     1, 0.9463304877281189  ,                1,                      1, True                , True         , True
resnet50               , translation_left_32 , 4361                ,     1, 0.8784017562866211  ,                1,                      1, True                , True         , True
resnet50               , translation_left_32 , 6022                ,     1, 0.935528576374054   ,                1,                      1, True                , True         , True
resnet50               , translation_left_32 , 2915                ,     2, 0.9434735178947449  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 2338                ,     2, 0.9133051633834839  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 7327                ,     2, 0.9797737002372742  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 4201                ,     2, 0.9551848769187927  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 1731                ,     2, 0.9401574730873108  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 7826                ,     2, 0.9469455480575562  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 4041                ,     2, 0.9720259308815002  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 313                 ,     2, 0.9741761088371277  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 2392                ,     2, 0.9722115993499756  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 1750                ,     2, 0.9570460319519043  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 6053                ,     2, 0.9694453477859497  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 5463                ,     2, 0.9013185501098633  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 5484                ,     2, 0.9589719176292419  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 6683                ,     2, 0.951099693775177   ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 2611                ,     2, 0.9535433650016785  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 1059                ,     2, 0.9620334506034851  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 5177                ,     2, 0.9234223961830139  ,                9,                      9, True                , False        , False
resnet50               , translation_left_32 , 6981                ,     2, 0.9747377038002014  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 6347                ,     2, 0.9539688229560852  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 6216                ,     2, 0.9227038621902466  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 655                 ,     2, 0.936657190322876   ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 7392                ,     2, 0.9067811369895935  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 6548                ,     2, 0.9571737051010132  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 6271                ,     2, 0.9273526072502136  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 2252                ,     2, 0.9829556941986084  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 3363                ,     2, 0.9454540014266968  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 7843                ,     2, 0.9702964425086975  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 6795                ,     2, 0.9153520464897156  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 4605                ,     2, 0.9359827041625977  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 5011                ,     2, 0.9711639881134033  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 2436                ,     2, 0.969218373298645   ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 3944                ,     2, 0.9562089443206787  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 517                 ,     2, 0.9673122763633728  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 2200                ,     2, 0.972510814666748   ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 3067                ,     2, 0.9783263206481934  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 5004                ,     2, 0.961105465888977   ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 6738                ,     2, 0.9544389247894287  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 905                 ,     2, 0.9459206461906433  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 4316                ,     2, 0.9604315757751465  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 332                 ,     2, 0.937694787979126   ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 2503                ,     2, 0.8925977945327759  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 2748                ,     2, 0.9180983901023865  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 1179                ,     2, 0.9029064178466797  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 3641                ,     2, 0.9647420048713684  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 5663                ,     2, 0.9530885815620422  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 4440                ,     2, 0.9395089149475098  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 2909                ,     2, 0.9724887609481812  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 7711                ,     2, 0.9398514032363892  ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 88                  ,     2, 0.9303172826766968  ,                9,                      9, True                , False        , False
resnet50               , translation_left_32 , 5577                ,     2, 0.923866331577301   ,                2,                      2, True                , True         , True
resnet50               , translation_left_32 , 6459                ,     3, 0.9308903217315674  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 4174                ,     3, 0.9342550039291382  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 6324                ,     3, 0.9151837229728699  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 2785                ,     3, 0.891312837600708   ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 4473                ,     3, 0.9107698202133179  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 2480                ,     3, 0.9864341616630554  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 7360                ,     3, 0.844253659248352   ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 5976                ,     3, 0.9736153483390808  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 7416                ,     3, 0.9215041399002075  ,                5,                      3, False               , False        , True
resnet50               , translation_left_32 , 1563                ,     3, 0.9601171612739563  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 2206                ,     3, 0.9629688262939453  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 5551                ,     3, 0.9173965454101562  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 5635                ,     3, 0.9687517881393433  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 6632                ,     3, 0.9180077314376831  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 7891                ,     3, 0.8552570939064026  ,                3,                      5, False               , True         , False
resnet50               , translation_left_32 , 2434                ,     3, 0.9049216508865356  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 6575                ,     3, 0.9188693165779114  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 589                 ,     3, 0.9477806687355042  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 897                 ,     3, 0.9324246644973755  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 874                 ,     3, 0.9464742541313171  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 1622                ,     3, 0.8596575260162354  ,                3,                      4, False               , True         , False
resnet50               , translation_left_32 , 249                 ,     3, 0.9496635794639587  ,                3,                      4, False               , True         , False
resnet50               , translation_left_32 , 2360                ,     3, 0.9688209295272827  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 1343                ,     3, 0.854316234588623   ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 4720                ,     3, 0.9016968607902527  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 6385                ,     3, 0.9460577964782715  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 1241                ,     3, 0.910601019859314   ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 495                 ,     3, 0.9763025045394897  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 1531                ,     3, 0.9344069361686707  ,                3,                      5, False               , True         , False
resnet50               , translation_left_32 , 2454                ,     3, 0.9372191429138184  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 6641                ,     3, 0.9467350840568542  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 3681                ,     3, 0.9471851587295532  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 185                 ,     3, 0.9183112978935242  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 7421                ,     3, 0.9505795836448669  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 6826                ,     3, 0.9688313603401184  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 2222                ,     3, 0.9228736162185669  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 1968                ,     3, 0.9427119493484497  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 3202                ,     3, 0.8886204957962036  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 5522                ,     3, 0.8923206329345703  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 1946                ,     3, 0.8975426554679871  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 6094                ,     3, 0.9145747423171997  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 6647                ,     3, 0.9449726343154907  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 1187                ,     3, 0.891724705696106   ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 3375                ,     3, 0.9768024682998657  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 4184                ,     3, 0.8753348588943481  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 4858                ,     3, 0.969430148601532   ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 2225                ,     3, 0.9369423389434814  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 5294                ,     3, 0.9790473580360413  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 7527                ,     3, 0.9009727239608765  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 4856                ,     3, 0.9637013673782349  ,                3,                      3, True                , True         , True
resnet50               , translation_left_32 , 321                 ,     4, 0.907838761806488   ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 4155                ,     4, 0.9485531449317932  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 3928                ,     4, 0.9681295156478882  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 7910                ,     4, 0.9643551707267761  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 1669                ,     4, 0.9900689125061035  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 2021                ,     4, 0.9695907831192017  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 3861                ,     4, 0.8825138211250305  ,                3,                      3, True                , False        , False
resnet50               , translation_left_32 , 3339                ,     4, 0.9708431959152222  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 7728                ,     4, 0.981452226638794   ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 5181                ,     4, 0.9751566052436829  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 6913                ,     4, 0.9320154190063477  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 4089                ,     4, 0.8646606802940369  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 1550                ,     4, 0.9545139670372009  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 3890                ,     4, 0.957729697227478   ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 5467                ,     4, 0.9461555480957031  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 7661                ,     4, 0.9641420841217041  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 1694                ,     4, 0.9422470927238464  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 2064                ,     4, 0.9902961254119873  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 490                 ,     4, 0.935716450214386   ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 6123                ,     4, 0.932561457157135   ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 5888                ,     4, 0.9305315613746643  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 6441                ,     4, 0.9469799399375916  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 7054                ,     4, 0.8374955058097839  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 2125                ,     4, 0.9095559120178223  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 1592                ,     4, 0.9129988551139832  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 7154                ,     4, 0.9467364549636841  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 1223                ,     4, 0.9588319659233093  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 4384                ,     4, 0.9871902465820312  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 3069                ,     4, 0.9611164331436157  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 4262                ,     4, 0.9660547375679016  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 2653                ,     4, 0.9081401228904724  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 1209                ,     4, 0.9530726075172424  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 5765                ,     4, 0.90240877866745    ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 3078                ,     4, 0.9285660982131958  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 2862                ,     4, 0.9493868350982666  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 5708                ,     4, 0.9365701675415039  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 4616                ,     4, 0.947736918926239   ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 3444                ,     4, 0.9616657495498657  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 650                 ,     4, 0.9848822355270386  ,                5,                      5, True                , False        , False
resnet50               , translation_left_32 , 1050                ,     4, 0.9766753911972046  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 7387                ,     4, 0.9613180160522461  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 3012                ,     4, 0.9376157522201538  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 51                  ,     4, 0.9351221919059753  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 6587                ,     4, 0.9488018751144409  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 6122                ,     4, 0.9420316219329834  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 1011                ,     4, 0.9672011137008667  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 7574                ,     4, 0.9686423540115356  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 4006                ,     4, 0.8928403258323669  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 2875                ,     4, 0.9400802254676819  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 3568                ,     4, 0.9238966107368469  ,                4,                      4, True                , True         , True
resnet50               , translation_left_32 , 3825                ,     5, 0.8688010573387146  ,                5,                      3, False               , True         , False
resnet50               , translation_left_32 , 2451                ,     5, 0.9280098080635071  ,                6,                      6, True                , False        , False
resnet50               , translation_left_32 , 533                 ,     5, 0.9593190550804138  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 6959                ,     5, 0.9531206488609314  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 6376                ,     5, 0.9206745028495789  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 3625                ,     5, 0.9610223770141602  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 5603                ,     5, 0.975702166557312   ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 1715                ,     5, 0.9724705219268799  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 7577                ,     5, 0.9718387126922607  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 4917                ,     5, 0.8285520672798157  ,                3,                      5, False               , False        , True
resnet50               , translation_left_32 , 6930                ,     5, 0.9662472009658813  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 78                  ,     5, 0.949785053730011   ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 123                 ,     5, 0.9324726462364197  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 7179                ,     5, 0.9540191292762756  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 5234                ,     5, 0.929972767829895   ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 1057                ,     5, 0.8815492391586304  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 5288                ,     5, 0.9471578001976013  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 1677                ,     5, 0.9276840090751648  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 4526                ,     5, 0.9652056694030762  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 6019                ,     5, 0.9391583800315857  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 7672                ,     5, 0.9281165599822998  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 840                 ,     5, 0.9286306500434875  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 4870                ,     5, 0.9662272334098816  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 162                 ,     5, 0.96465003490448    ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 1361                ,     5, 0.9254682064056396  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 5281                ,     5, 0.8707494139671326  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 2332                ,     5, 0.946338951587677   ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 6822                ,     5, 0.9422870874404907  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 2453                ,     5, 0.9708149433135986  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 6970                ,     5, 0.8738501071929932  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 39                  ,     5, 0.961611270904541   ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 7429                ,     5, 0.9531051516532898  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 3892                ,     5, 0.9453961849212646  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 5794                ,     5, 0.9493770599365234  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 7343                ,     5, 0.9545767307281494  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 5646                ,     5, 0.9849972724914551  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 3080                ,     5, 0.9144365787506104  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 6989                ,     5, 0.9847441911697388  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 4265                ,     5, 0.9497376680374146  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 5687                ,     5, 0.9899129867553711  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 567                 ,     5, 0.9342321157455444  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 4862                ,     5, 0.9757539629936218  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 5767                ,     5, 0.9861722588539124  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 4597                ,     5, 0.9262294769287109  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 4966                ,     5, 0.9352418780326843  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 5417                ,     5, 0.8513755798339844  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 1823                ,     5, 0.9421876072883606  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 7771                ,     5, 0.9643266201019287  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 1889                ,     5, 0.9212837815284729  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 1010                ,     5, 0.9373087286949158  ,                5,                      5, True                , True         , True
resnet50               , translation_left_32 , 6614                ,     6, 0.9270502328872681  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 813                 ,     6, 0.9014195203781128  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 2485                ,     6, 0.9762756824493408  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 4430                ,     6, 0.9886634349822998  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 6485                ,     6, 0.9591363072395325  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 1770                ,     6, 0.9480611681938171  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 2201                ,     6, 0.8619226217269897  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 3193                ,     6, 0.9339373707771301  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 3628                ,     6, 0.9549686312675476  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 2647                ,     6, 0.964806318283081   ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 1890                ,     6, 0.9585325717926025  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 5986                ,     6, 0.9464355707168579  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 1330                ,     6, 0.9607893824577332  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 6746                ,     6, 0.941814661026001   ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 7622                ,     6, 0.9608985185623169  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 7962                ,     6, 0.9424073100090027  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 7745                ,     6, 0.9589629769325256  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 2566                ,     6, 0.9379619359970093  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 19                  ,     6, 0.958560585975647   ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 6411                ,     6, 0.9737464785575867  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 2561                ,     6, 0.9220064878463745  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 3418                ,     6, 0.9562289118766785  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 5854                ,     6, 0.7995641231536865  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 3802                ,     6, 0.9740027189254761  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 4685                ,     6, 0.9284851551055908  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 4251                ,     6, 0.9605575799942017  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 4798                ,     6, 0.9582979083061218  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 2565                ,     6, 0.9624552726745605  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 4476                ,     6, 0.9678666591644287  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 2969                ,     6, 0.9457625150680542  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 3661                ,     6, 0.8914157152175903  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 629                 ,     6, 0.9069842100143433  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 5722                ,     6, 0.9778821468353271  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 6790                ,     6, 0.9658704400062561  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 6920                ,     6, 0.9517285823822021  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 6154                ,     6, 0.9566917419433594  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 3137                ,     6, 0.9053909182548523  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 4411                ,     6, 0.9398568868637085  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 1912                ,     6, 0.9780869483947754  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 7108                ,     6, 0.9707661271095276  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 1077                ,     6, 0.9627413749694824  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 432                 ,     6, 0.9559387564659119  ,                6,                      6, True                , True         , True
resnet50               , translation_left_32 , 1481                ,     6, 0.8674647212028503  ,                6,                      6, True                , True         , True
